id,label,tweet
1105,1,ye originals muslims ko mera salam ye log sachh ka gyan hain aur hamhare india mein converted muslims raam tak nahi bolte ulta patthar baaji karte hain hizab he chahiye aisa naara lagate hain jihadi aathankhi hochuke hain original muslims converted muslims bahoot kharnak hochuke hain inko dekh ke allah bui shama jaaye kya maine aisa kaha tha   
1106,1,wah chuthiye pura video nehi cut and copy paste wa
1107,0,bhai please aisi video mat bano muslim respect
1108,1,abai salai purana zamanai mai bhi pathar ki puja ki jati thi  
1109,0,jay siya ram  wo acha aadmi jo musalman hokar jay siya ram bola  uor ye prof hain ki sanatani shirf ek chalava nahi par hakikat hain the etarnal religion
1110,0,a religion which needs validation of others is not a religion
1111,1,matlab kuch bhi  sapne dekho din mai kahi america mai b ab mandir prakat na hone lge 
1112,1,kiun jooth bolrya bhosdi ke
1113,1,yay muslim nahi ha saly passy kay pojari han fuck hindustanyia
1114,1,matlab kuchh bhi are kuchh achha nahi kar sakte to youtube per hugna bhi nahi chahiye 
1115,0,sanatan me hi samadhan basa he woh din door nahi jab is sachayi ko sab maan ne lagenge
1116,0,india se usko milta hai pani  isiliye usne kaha jay shree ram 
1117,1,hindus are gay
1118,1,kis angle se ye mandir dikh rha h
1119,0,the real muslim
1120,1,jhoot hai video edit kar ke e video banaya gaya hai
1121,1,converted musalman bharat mei hai woh apne ko tess mar kah samjte hai dekh lo aankh khol ke jai siya ram 
1122,1,muslime ke liye quyamat  ayi gi
1123,0,ram hi rahim hai  rahim hi ram hai hamare uppar raham karna
1124,1, kon edit karta re ye agar saudi vale dekhliye toh pagal hojate  
1125,1,sudar jao yaar face video banane me saram bhi nhi ati
1126,0,tum edit krke hi khush rho 
1127,1,are andh bhakto  kuch bhi edit kar dete ho
1128,1,tu kya jahil hae mosha as nabi the or tu nabi ke jaisa hone kee sochta
1129,1,jo log pagal he wo hindu like karega cow kutta billi god nehi ho sakti
1130,1,saudi arab wale v ghar wapsi kar chuke hain  pakistan walon tum v packing karo jaldi ghar wapsi k
1131,1,ye zaqwaal hai arab kaye pehle se hi bhawishi waani haihahha
1132,0,kha jayege
1133,1,itne hindu he poori duniya muslim se bhari he
1134,1,kuch bhi bolraha he chutiya
1135,1,wo khte h n aurat se jyada chhkka matakta h   jai shree ram jai mahakaal
1136,1, andhbhakti mein log patthar puj rahey hai ye murkh khair editing bhi achhi aur aur sahi toh wo din dur nahi jab ye dunis gark ho jayegi
1137,0,kayamat aane wali hai
1138,1,chaar  chawanni ghode pe   ye shaikh mere loude pe
1139,1,fuk your krishana
1140,1,motherchood salafake editinghindu bakchood sablok sala
1141,1,hindu katga aji sunday nagar
1142,1,because muslim offering namaz to allahsaw theirs god but in hindi festivals they didnt even explain what are they doing they are getting weed or offering prayers to their millios of stone gods  
1143,0,jai shree ram ji 
1144,1,munna jhund mein toh savarkar aatay hai sher akala aata hai
1145,1,police ko pata hai muslim festival mai hindu aa k danga karange aur unhe ye pata hai ki hindu k festival mai kuch nahi hoga
1146,1,beta police wale hindu hai or namaaz me mujra ni hota samjhe dil se allah ko yaad kiya jata hai or uska shukr ada kiya jata hai
1147,0,i love police 
1148,1,ye namaz ke baad kab patther pakad ke desh ka nuksan kar de kya bharosa  inki na koi jameen na imaan  bas dange karne me aage rahte haai aur jab pitai ho jaaye victim card khelne me  dharama hai ki politics nai pata  hamara desh humko apni zameen se pyaar hai ye hi hamara imaan hai ye hi hamaara pyaar
1149,0,stop discrimination plz
1150,1,police bhi kitni secular he ye dikha rahe ho baki duniya janti rod ganja foonk moot peekar kon danga karta he
1151,0,please stop creating the fake difference between hindu and muslim
1152,0,yea such me real police and army hai kyakisi bhi religion ko full support karna indian army aur police ka kaam to nhi ho sakta
1153,1,islam m aesi jahalat nii manai jaati
1154,0,sharam karo
1155,0,dil khush ho gya 
1156,0,because police is also hind and bad fellow 
1157,1,kuch bi  lockdown wale video ko muslim tyohar bna diye
1158,1,abe to kya hindu police ko bhi eid padne bol raha hai kya
1159,1,thats because theyre hindu majority
1160,0,aise to achcha karte hain
1161,1,the problem will comes in muslim festival  by us  o all should be equal you are spreading hate against our nation
1162,1,you are looking wrong
1163,0,everyone is human dont discriminate them
1164,0,this is my kolhapur 
1165,1,so as per your video they do their duty correctly in muslim festivals only
1166,0,ilove you muslim im from indonesia
1167,1,ab festival ko drama samjhoge to yahi hona hai aap logo ka
1168,1,yeh hindu festivals mein police logonko maza nahi karne de rahe log peeche se duty kar rahe auryeh maze le rahe       waise allah to dukhi god hai log haske nache to usko gussa aajayega     akhir in logonoko usko khush karne ke alawa kuch kaam bhi nahi hai dar dar ke jeete hain allah se       
1169,0,it happen in our kolhapur only mh09 the trend setters
1170,1,ye h hindu k tehwar jisme hr log jhumna chahte h jay sri ram jay hind
1171,0,north india me nhi hota esa
1172,1,beacuse police cant do prayernamazin case of muslims and can dance aur cele ate in case of youtopic hindu muslim hona chyye baaki kuch bhi daal doo
1173,1,bhai muslim festival man police muslime ko mar na ka lia kha da
1174,0,this is respect of muslim 
1175,0,hindu ek peach community it proved
1176,1,mullo abb to nikal jao desh sai 
1177,1,muslim kitna shant hai dekh har hindu ko dekho daru pikar dance kar raha hai to soch lo kaun achcha hai kaun bura kaun haramkhor hai deklo 
1178,1,q ki bete hum nachte nhi hai unko tareeka bhi rahna chahiye hamare sath kuch kar sake laude
1179,1,because problem comes to opposite party so police protect muslims festivel
1180,1,bhai konsa bhi ek hi video dala kar nhi to mahine me vunka  tobhi kam kar varna mat dal 
1181,0,yehi to apne sanatan dharm ki khasiyat hai suraksha vale khud befikar rehte hai 
1182,0,jai shriiii ram    i  just loved when army and police man  starts dancing
1183,1,bangladesh a ase dakh police kader protection day
1184,1,bhai plc v tumhare wajase he ayi haiunha v pata h pata nhi kon bajrangdal ka pagal aakar inpe hamla karde ya fir koi rss wala apne jhund ko lekar aa jaye kyu ki kuch vagwadhari chutiye h jinha namaj se bhut prblm hai
1185,1,jab atanki ka hi festival ho to zahira baat hai daroge kis se
1186,1,ye kya hindu muslim  patha nai kab badlenge   humanity 
1187,1,ara muslim kay gand may itna dum he nahe ke   o hindu logo ko haat laaga sakay 
1188,0,power of hindu
1189,0,aam aadami ke bich dance karne kitna achcha lagega
1190,0,yes police gives respect and security for muslims hindu ko tho police ka dhyan hi nahi hai
1191,1,jay siri ram gya gand marane 
1192,1,ee vedio jo b chhode hoekk no ka dogla insan heee
1193,1,drop punjab from your travel itinerary
1194,1,sahi hua jo saala india flag ke saath yesha kere usko kutte ki mut marana chahiye raw ko nikal gali sab bc baji
1195,1,bhadve aise hi marna tha khalistani nahi ye pakistani bhen ka loda randva tha iss liye mara mai rehata aai shappat nanga kare ke loda kat kat ke chill ko khila deta
1196,1,punjab ke bade bade singer khalistani ke sath goom rahe he canada me
1197,0,we want akhand bharat
1198,0,safai chal rha hai bhai india aur india se bahar raw ke dwara safai
1199,1,gand maro kuteey haram jaadey madarchodo ko
1200,1,me marta mere pass bandhuk hota to
1201,1,iski pan di fufi khalistanii kii bund par golliyan maaregay jai shri ram
1202,0,sabka number aayega
1203,0,lawrence bishnoi be like jaldi waha se hato  
1204,1,new pakistan inside india
1205,1,bdiya kra dale ke shaath maar do esse kutte ko
1206,1,khalistaniyo ki maa ka bhosd
1207,1,yahi hona chaye tha jo jese samjhega bese samjhayenge inqlab jinda baad
1208,1,jarur lawrence bishnoi ke aadami ne mara hoga
1209,1,sidhu or hardeep ye to trailer the abhi to or bhi khalistani marange
1210,0,bishnoi aaj ka bhagat singh hai
1211,1,gaya rab ke pass
1212,0,respect for lawrence bishnoi
1213,0,all truck drivers of canada
1214,0,goli mar na bal a ko har indian ka tar af sa sob kam na 
1215,1,bus sahi hai kya madrachod ke sath
1216,0,jai hind jai bharat
1217,1,bina goli to mulakat krda sikha nll frr pta lgda eheje lohe tn sikha ne purane krte 
1218,1,khalistani atanki he
1219,1,khalistan jindabad
1220,1,he is not a sikh who disrespect our national flag shameless
1221,1,last pic yeh punjabi singer sath betha he koi bata sakta he
1222,1,bc mc dog
1223,1,sb aise hi merenge khalistani support er
1224,1,pagal ho gaye hai
1225,1,youtube please delete this short because he disrespect of sikh
1226,1,fudu kaam ta pehla app krde a sale
1227,1,khalistaniyon tumhari maa ki chut tumhari maa ka bhosda
1228,1,all desh bhakts are with those hunting khalistani dogs jai bharat  
1229,1,maza aaya  baaki ko bhejo seedha upar
1230,1,khaalistane tere ladke hai chodgo
1231,1,raw tum sab gaddar ko thok degi
1232,1,khalistani kutton ki bahan ko chodu
1233,1,koi bhi hmare des ka apman kare ga sale ko ase he kutte ke mot dege
1234,0,bhai dil khush kar diyaa 
1235,1,ek baar europe me world war 3 shuru ho jaaye tab yehi maderchod india k saamne haath jodenge ki hume rescue karo 
1236,1,saale blody khalistani jidhar ka khate hai udhar he hagte hai sale namak haram
1237,1, jisne england me flag uataara tha wo kidhar hai batao zara dosto wo bhi parlok sidhaar gaya hai wageguru ab uski sitti pitti gumm karenge
1238,1,mar gaya sala kutta   love indin
1239,0,hmare tirange ko taaj bnao bhai
1240,1,khalistani dogs
1241,1,jisne mara vo bhi sikh h rwa ka banda
1242,1,ye keede h aese hi maraga modi inhe
1243,1,shi hua maderchod k sath
1244,1,maa chudh gyi pakistani ki nazayaz olaado
1245,1,first of all stop listening to the singers who encourage khalistan and unfollow all of them
1246,1,bhul gya tha modi pm hai manmohan nhii     sikh to hindu ye alg kyo mante h 300 year phle inki koi history nhi h
1247,1, le khalistan ke liye aa ji loo 
1248,1,inhone pehle wala hindustan samajh liya jab congress kuch nhi karti thi beta ab modi he fad ke rakh dega
1249,1,chudayi maa hoon
1250,1,khalistan bhadwa hai
1251,1,fuddu bandea real sikh doesnt want khalistan he is way more than happy in india and loves india n is proud to be indianits big fraud movement coz the leaders are making huge sums of dollars why dont these khalistan leaders  ing their own kids in these movements sitting in foreign countries and giving lectures is easy send your own kids to punjab and ask them to ask for khalistan these khalistan leaders are just misleading the young sikh generations nothing more
1252,1,edha de sikha te thuu ne saleee gandu bc
1253,1,maa d lun khalistani d
1254,0,jai baba ki 
1255,0,power of india 
1256,0,research and analysis wings 
1257,0,bahut accha kaam
1258,1,jisdin tum sab marne wale honge yehi khalistani tumahari madat karenge
1259,0,bikau media
1260,1,khalistani fuddu
1261,1,sare goli khan ge
1262,1,jokers sardar
1263,1,khalistan justice for sikhs 
1264,1,aut kisi  ne tirange ki insult krni h yo video post kro hatho hath azadi
1265,1,india me reh kar indian flag ki bejatii such a cheap khalistani
1266,1,sacha deshbhagat hoga jisne goli maari hogi  bharat maata ki jai        
1267,1,good job saley ko kuttey ki mot mara hai
1268,1,kya din aa gaye desh ke jin ke liye fauji raat bhar jaag kar aur jangh mein ladh kar shaheed hote hai woh desh wale apne ko hindustan nahi khalistan bolte hai  gaddari sikhayi hai kya wahi guru ne 
1269,1,fir baap to baap hota h smjhdar hi smjh skte h
1270,0,modi ko htao   yogi ko lao    jai shree ram 
1271,1,truck bhrke andhbhakt 
1272,0,modi ji sob dharm ki asta kar rahi ha orr jaab hum sabbb logoka katt rahi ha
1273,1,abe chutiye tum humko mat sikhao ki hamara dhram kya hai wo isse desh ka har ek insaan janta hai ki uska dhrm kya hai
1274,1,chutiye ye hindustan hai na ki dharmshala
1275,0,nawaz kyo nahi kiya gya
1276,1,rahul gandhi el pappu hai
1277,1,political science mai astha kab se anai laga agar modi ji ko aatha pr itna yakken hai mandir ke pujari bann jatey yaha desh kyu barbad krnai agye hai
1278,1,andh bhakt pure desh ko chutiya bana rahe hai 
1279,1,vyavsta dharmo ki v aastha modi ki media m dikhane k liy bs h aur internet m vdo m hi  dekhne ko milti baki smy desh m koi  vyavastha nhi sirf aastha hindu hindu rag secular desh gya tel lene aur andhbhakt bolenge nhi modi desh ko secular bhi rakhna chahte h aur ekmatr hindu rastra bhi bnnana chahte h   
1280,1,tu desh drohi hai hindu hokar hindu nahi ban paya
1281,0,if it is true then i must say  avo
1282,1,ye hindu h maa ke marne pe dari baal murwaya hi nahi kahte h hindu h
1283,0,bhai vo parsi nahi jain guru the  kya aap bhi
1284,1,nonsense
1285,0,or sengol kis ka hrishiyo ka
1286,0,satya sanatan hare krishna
1287,1,watching godi media and results is this raga is best than pm modi
1288,1,a ghadhy ye sarkari niti hai modi ke dalal
1289,1,accha behan cod
1290,0,we should respect every religion and should follow our own religion as well
1291,0,berojgari bhi modi jii ki samasya nahi hai aastha aur vyavastha s desh nahin chalta yahan logon ko rojgar chahie naukari chahie
1292,0,bjp sirf hindutav se vote lati hai bjp shikasha pr nehi bolti  patrol pr nehi bolti gas cylinder pr nehi boltiadani pr nehi bolti health pr nehi bolti mahghai pr nehi bolti doller pr nehi bolti
1293,1,abe casme ka no bada tab tere ko bhi sab saf saf dikh jayega
1294,0,bilkul sahi lekin ye congressi ko samaj kahan hai
1295,0,ha yahi nibha lee sabhi  ma developement infrastructure  education iit  iim sambhal leta hu
