Comment,Target
Teri gaand me bhi khudai hogi ke kaunsa kida hai un do desh me tere Jaise chutiye chaman Nahi hai na,1
Right message,0
Bhai kyon andhbhakton Ki Jala rahe ho,1
Schemes fail ho rahi hai divide and rule ab nahi chal rh hai to topics khud create karre hai and blame movie ko karre hai,0
Admin apna bhai,0
Jay America Jay China Aab Maine Hindustan Hokar America China Ki Tarif Hi Karunga Na Hindustan Ko To Modi Ne Bech Dala Na,1
Rahul ki Sarkar ms me me bhi nhi tha salo khuss to he sarkar so nhi rhi he saal pise to gya har baar hindu ki aastha par vaar karti Congress,0
Woo modi ji modi,0
Aap ki government ne hi waqf board banwaya tha,0
Bilkulfact,0
Laude bharat ka Infrastructure nahi dikh raha hai kya,1
Kya Hoga India ka pata nahi,0
Mera desh mahaan,0
Tere abbu ne jo galti ki hai uska sudhar chal raha hai,1
Apsos,0
Jaahil PM ne pure desh ko Jaahil bana diya,1
isiliye tum Andhbhakt ke naam se jaane jaate ho Etna hi economy grow karta to crore janta kilo rasan nahi diya jata me ukhra tha bolke jaahil chaay wala usko bech ke laakh laakh suit Or bhog thusra hai,1
Ham India wale bass gand mra rhe hai,1
Phela jaisa india nhi hai ab,0
Kiya banega bisuguru,0
Chor Sarkar mein yahi ummid hai,1
yaar day Night Hours Hindu Muslim Indian GDP,0
Life is better without political,0
Ye sare desh arakshan ki bhikh nahi deta hai jo bharat jaise desh me diya jata hai or ha jiski bat kr rahe ho na o un nali ke suar ko waha ghush ke marta hai jaha kisi ki soch bhi nahi pahuchti chaina me bom laga ke masjid uda di jati hai chaina me muslim mahilao ko hijab nahi pahne diya jata hai yeha tak ki unki scurt bhi knee ke uper rakhna padta hai nahi to bina kapde ka un mahilao ko bajar me bhej dete hai america to dekh lo gaja walo ko bhaga diya afganistan ki ma chod diya ukren me dekha hi hai iran ka wara nayara kar diya hai shri lanka me taktha palat ho gya Bangladesh me fir bhi kuchh log ek hi pariwar ki chatu karita kr rahe hai jo waqf bana hai usme kitne jameen se sarkar ko paisa jata hai,1
Waqf ke liye jo ladai ladi ja rahi hai usse khatam kiya jaye sari jameen pe school or hospital bana diya jaye muslim mahilao ko diya jaye jo vidhva hai nahi to un Bangladeshi ko diya jaye jo bangaladesh se pidit goke yeha aye hai,0
Mullon ke Desh nahi kya kar liya,1
Itne salon se kya tum apni ma rahe the,1
Desh pichhe jaa raha h,0
bjp Chup Be Dalle Abhi Teri Kali history kholna Shuru krunga,1
Hum yha h Isi liy tu bhook rha h wrna Abhi tak tuje pel diya hota,1
Hamen bada dukh hota hai is chij ko dekh ke bus thodi dikkat yah hai ki hamare Hindustan mein pichhle sal se gobar khane wale Aaye hue hain vah gobar khakar Sarkar chala rahe hain unko khana khana nahin aata unko roti nahin pata kya chij hai murkh banaa Rakha Hai pure Hindustan ka dekh Lo kya ho raha hai besharm sharm karo,0
terriost khud bjp wale the satta me ane ke liye ye pakistan ke sat mile huwe the yehi laye the kasab ko bjp wale jab inki sarkar ban gayi to ab kon karayga hamle ab to dange ho rahe hai hindu muslim ho raha hai pura desh barbad ho gaya ye kam hai atanwad se,1
BJP India mein ladai karva De,1
Sir HINDUON KI majaboori hai keon ki ab unke DAR se hi BHAGWAN MASJIDON mein choop Rahe hain,1
Itna sach mat bolo bhai,0
Kabse Khodne Dharm Ke Name Pr Ladne Walo Ko Kya Khoge,0
Sab sy alg chlne waly khi na khi jarur phuchty h,0
iska koi proof bhii hai Or ye kasab bichme kahase aagaya kasab ko toh me fasi mili BJP aayi me aab toh hindu Muslim congress kar rhi faltu ke bayan pahale toh pahale vipaksha he deta hai uske jawab me BJP deti hai or jab BJP bolti hai toh Sara naam BJP pe dalke khudko dudha ka dhula bata deti hai agr khud bole toh kuch nahi or dusara koi uska jawab de toh wo hindu Muslim karta hai desh kaha barbad hua hai tu barbad hogaya Hum toh sukh shantinse rahate hai jo hume chahiye wo sarkar ne diya hai pakistan ke saath toh congress mili hai aatakwadi Yasin Malik ko apne office bulake usko mehamannawazi dene wali congress he thi abhi kuch saal pahale rahul videsh me kisi mahila ke saath meeting karke aaya jo mahila apne bharat virodhi bayan deti hai pura vipaksha jo punjab kisan ke andolan me saath de raha hai uska leader khud aake bol raha hai ki satta paltani hai bangladesh jaise halat bharat me paida karne hai or bbi bahotsi cheeze hai ye hota hai me toh BJP nhi thi fir sikh danga asli aatakwad or asli danga karne wale congress pura vipaksha or Tera bolna hai toh hamla bhi congress ne satta me aane ke liye karwaya tha pak ka neta rahul gandhi ki tarif kar gaya,0
Ye india hai yaha Esa hi hota hai kyunki yaha Sarkar bjp ki hai na,0
Banne Ki Zarurat Nahi Hum Bane Banaye Vishew Guru Hain,0
India day by day,0
aur tere kaka siva jee ke khandan waale angrejo ke sath mil ke luta tha,1
uss time bhi RSS waale hi aane ka bando bast krta tha,0
Pahli baat to Bhai andha hai to aankh khol kar dekh le theek hai Hindustan mein ke Hindustan ki buvai karne ki tumhari khandani aadat Ho gai Jo yah video dikhaya Hindu Musalman Sikh yah yah pahli baat to tu ek bar Bata tu America ko Chand per dikhaya hai tera baap India bahut pahla Chand per ja chuka hai vah dikhana Mangal per India pahli baat hai ab aap India chala Gaya vah dikhana to China ko aage dikhaya isko dikhayen aur India ko aise dikhayen,1
Main kahate na apni gadda hi dikhaoge,0
Is video mein Khali Mandir aur masjid hi dikhaiye Chand per Gaye file hai vah India kahan se kahan tak GDP mein chauthe number duniya mein Sabse aage hai vah nahin dikhaega ki vah dikhaega to tera baap Chhota ho jaega,1
Atta jata kuch nhi bs Instagram main gyan chodne ya jate hain madherchod,1
abe chutiye waqf board mandir pe kabja kar raha wo nahi dikh raha suru mullo ne kiya khatam hum karenge,1
abe mulle jawab to de ya hava nikal gayi andhnamazi utni ka moot pine se kya fayda hota hai,1
k abe sharemarket ka bjp se kya lena dena Kuch bhi sab chij bjp pe daldo aur mehungai badhi hai to sallary bhi badi hai ab bacche karoge to mahangai to hogi hi apni ammi ko condom do fir mahangai apne aap kam ho jayegi,1
jai ho modi,0
Ye chij tab bolni thi jab waqf board jabardasti Hindi mandir jameen aur baki sari chijo pe kabja kar raha tha tab kaha gaye the suruat unhone ki ab hum kar rahe hai to dikkat ho rahi mulle ke chatukar,1
buddh ka mata pita ka name aur wo konsa dharm ke the wo bata de andhbhakti se bahar aa,1
Logic to mandir pe waqf board dava karta hai uska bhi nahi hai padhe likhe gavar andh namazi,1
kundan achha to ye batao pakistan kyu bana,0
Isliye to India ko stan se bahar kr diya bahot sharam ki baat hai,0
Bjp jab bhi jaigi year tak name lene wala ni hogaor jo andhbhakt name le uspe deshdroi lagai congress,1
Ye sab ki jar Congress hi to he tabi na,0
Itsl kuchh to sikho,0
Ek baar kisi angrej bheem rao ambedkar se kaha tha ki tumhara ye desh country bahot khubsurat per is khubsurat per bahot bada daag jo iski sundrta ko dag banati hai aur wo jaati waad,0
Haa bhai ye teri baat sach hai lekin ghar bnane se pahele piller bhi daalna jaruri hai jay shree ram,0
ha lekar Gaya thaa Oyo hotel me teri bahen ko aour koi saval ka javab du gobar chavanprash khane vale,1
Andhbhakt bhare pade hai ji,1
Ye jahil guro hai jo desh ke bhala nahi soch te,1
kundan abe andhnamazi mene pucha kya tu bata kya raha hai pakistan bana kyuki hindu musalman ek dusre ko marne pe aagaye the congress thi tab bhi yahi ho raha tha gajab ka chamcha hai kuch dikh hi nahi Raha chamcho ko,1
ha javab na ho to gali de do aur aata hi kya hai madrsachap andhnamazi ko yahi to sikhaya hai allah ne javab na ho to gali de do,1
Vishwa Guru Andhbhakt Guru,1
India bohot mahan hai,0
ke baad se ganja bahut sasta bik Raha hai usi ganje me tum jee rahe ho,1
Astaghfirullah,0
yaad kar modi ka bhashan modi hi nivesako ko bola tha nivesh karne ke liye puri economy ki gaad mari padi hai powerful desho ke list se bahar ho gaye hai,1
n cn ngho lc hu lm ngi ngho nhiu lm,0
Andhbhakto ki maa ki ch,1
Solute hai aapko yeh video banany k liye,0
y chal be lode,1
Allah dil me dal de,0
Kya huwa zaid Bhai ye arrest huwa ki nhi,0
y nikal saale,0
Salute for u brother,0
Allah sabhi ka hisab rakhta hai alhamdulillah,0
Proud of you bhai,0
this officer,0
Mut ke mut,1
Katil arrest hona chiye,0
Allahamdolillah,0
Bhai arrest hua ya ni,0
Allah tala hamari ham sab ki Umar aapko lag jaaye aur aap inshallah kamyabi ata farmae ham aapke sath Hain,0
Fasi fasi honi chahiye,0
Sza milni chahiye is pulice officet ko,1
Justice ishrat jahan insaniyat ki aawaj hai saport all indian,0
Kya hua he mujhe pata nhi,0
Arrest,0
ignor them like Israeli products they need attention inse muh mt maro,0
Tajajjub ki bat ye h ek b non Muslim ka comment positive nahi h mtlb ye h ki sb mile hue h khushi milti h inko muslam ko gum me dekhkr Muslim ek ho jao hr haq ki ladayi k liye,0
Jaan ke badle Jaan Lena ko insab kehta hai,0
Ya log ek baat samja tha hai Jan ki baat Jan Laka karna chahiy hai aba or keetna hoga sabka saat zulum,0
Salakhon Ke Piche Nhi Direct Fansi Honi Chahiye aap choti maang kar rahe hain,0
Jldi sza honi chahiye Kati ko beksoor ki Jan Li h,0
tumhari mehnat ha zaid,0
Insha allah krenge yahb,0
Police ki wardi pehen liya to janwar banne mei b ijjat milta hai yaha ajeeb duniya hai,0
Ye dono kya kya h koi bataye plz,0
y yogi ko bolo ab buldozar nhi chalega kya,1
y report Id and send inspire,0
Manoj Kumar Sharma,0
Bhoot khoob masallah,0
y gay shree raam,1
Justice for Ishrat jahaan aese logo ko saja milni hi chahiye warna kal koi aor aesa kar sakta hai,0
Arrest karo kattil ko,1
Seedha seedha mahol bigaadna hai,0
Sahi Bhai,0
innalilahi wa innal ilahe rajiuon,0
ya allha aallah tala unko jannat naseeb farmaye,0
Inko Insaaf milna chahiye or is police wale ko saza,0
I support you Pray for you brother,0
y kiya Hota agar apki ma Ko kio ish Tara mar deta kiya app fir bi yahi bolte agar yes then bro your mom deserves a new son,0
Is daroga ko umar ked ki sza honi chiyeh ya phansi ki,1
Kuch nahi hoga Jou ghr me jou,0
Sahi bro,0
Insha allah qatil ka khatma hoga,1
Are wah tigerkya baat hai,0
aur is police wale jahannum,1
Har Jagah se Bach jaaoge lekin Allah Ki khauf Se Kaise Bach paoge,0
Bilkul theek kaha aap ne allah aap ko haq per rahene ki himmat ata farmaye,0
Khush nhi hu unki atma ki santi k liye shree ram ko bol rha hu Isliye jay shree ram likha hai bhai,0
We want Justice,0
nhi hoga,0
y fir se hagna chalu kiya tune,1
Arrest karo is katil ko,1
ji bhai intekaal ho gya us maa ka dua Kar na,0
Allah paak unko jannatul Firdos me aala se aala makaam ata kare,0
ji bhai,0
Jastice ishrat jahan,0
Ab nahi chalega buldozer,0
U r legend dear,0
Arrest hona chahiye,0
Aap ne bahut mehnat ki,0
Muawaja corore aur sarkari Naukri bhi chaye,0
Is she died Or alive,0
Arrest for criminal,0
Ansnn,0
Mashallah bhai stay strong,0
Nice work bro,0
Arrest hona chaye or bilkul say hmmm,0
Masha Allah,0
arrest him Chanute yeah,0
Allha hu akbar,0
Bhai wo khtam ho gyi kya,0
ab baba ka bulldozer kahan gaya,0
intkal ho gya bhai,0
Arrest criminal,0
Hak hai bhai lene ka,0
Justice for bengali hindus,0
there is different between rally and prayer namaz can be done in masjid apka julus nikalta hai tho koi rokta hai namaz mai road block hota hai rally mai road block nahi hota rally nikalti hai saath mai vehicles bhi nikalti hai tho dimag use Karo apna,0
namaz can be done in masjid Saudi se jyada masjid india mai hai phir bhi road pe namaz kyun padna hai didi Road pe Pooja nahi hoti ghar k niche hoti hai Pooja and julus apka nikalta h tho koi rokta h kya Vaise hee rally nikalti hai ram navami kii use u r brain atleast,0
Nautanki kom,0
Sab dikhawa h yha hum kam bha ye hinduo ko maar rhe h abhi Bengal dekh lo bhai,0
Gand pe dalo bhaichara khoon me gaddari aur nafrat hai jehadi Islamist,1
Show another heartwarming incident from Murshidabad in West Bengal,0
I see all these things are drama To whom we are proving that you are secular The simple point is just keep quiet if any group is doing pooja or namaaz or prayer Dont disturb each other That is what the healthy respect is over each other I dont believe this and I feel like you are forcing yourself,0
West bengal,0
Nahi chahiye bhai charaen madarchodo terrorist ko India se bhagaoye India hindu ka hai may muslim ko pakistan mila na udhar jakar rukane bolhamara jameen may rukar ye humko attack karte henahi chahiye en terrorist India may rukne ke liyebhago en sabhi ko,1
ye Hindu ka India heabhi chale jaonahi chahiye bhai chara,0
Sb natak,0
Pls dont believe on this,0
Be careful from thook jihad friends,1
You are right my bro Im agree with you,0
bilkul shi baat bhai,0
Why flowers from these people,0
Dikhawa hai ye sab,0
Till we are in majority,0
According to islamhelping someone who is doing shrik is haram so ye bhi shirk kar rahe hai,0
Isko al takiya bolte haimatlab ullu banao,1
Or bengal me kya kar rahe hai Kuch bhi ye dogale hinduwo ko dikhawo apun katttar hai Wo toh apni bahen beti bhi de dege,1
me se cases me toa paththar bazi hoti hai Phool wahi baraste hai jaha tumhari population kam hoti hai Bade dogle aur khatarnaam log ho tum log Jaise population badh jaati hai waha kashmir Bangladesh west bengal jaisa hindu ka haal kar dete ho,1
Kaun chalata hai yeh draamebaaz channel,1
Oh muslims bengal mey kya Kara oh bi bolo chemcha,1
Sb natak he inlogo ka Ek hath se ful dete he dusra hath war k lie ready,0
Pata nahi kaha se purane video dalke afwah fela rahe,0
Across India This is just ONE STREET Stop lying,0
Murshidabad ka kya,0
Reels ok come to reality what about musirabad hyderabad,0
Trust any devil in the world but muslim,0
Pathar fenkne ki practice ho rhi hai bhaiya jhanse mein mat aana,1
Abhi alpsankhyak hai Maharashtra me bahusankhyak to hone do phir patthar fenkenge aur wahi karenge Jo bangal me hua hinduon ke khoon ko paani karne k liye aise temporary drishya dikhaate hai bikaau media waale,1
Chutiya banare ye log hindukoo,1
Bangal jalane Wale bhi yhi Hai boycott them,1
But fir bhi suwar to suwar h Acha ya bura,1
Aaj phool barsayenge kal yahi log aapke ghar mein ghus kar ghar jala denge Bharose k layak nahi hai yeh lok,1
madrse me YHI to sikhate h,0
And what about Murshidabad Anti Hindu Riots,1
Loda bc,1
Aoo hamare wb mei bhaichara chumd jayega,1
What about West Bengal muslim doing,0
Koi bhi secular West Bengal ke taraf nahi dekh raha,0
Save Bengali hindu in murshidabad,0
Sab dikhaba hai mulle desh drohi hai,1
tum to jse kashmir ful brsa rahe honahaqiqat pat nhi hoti to bhdve bolte nhipehle Gaza ne hmla kiya na chutiye bad me rona rok israel mar rha haimarega na bsdk kya hath de k beth jayegaSamne koi var krta hai to galat haiisrael me kya bchhe nhi mare chutiye,1
Bhaichaara dikh rha hai west Bengal pe,0
Al takiya bolte h isko jab tak kam ho tab tak pyaar dikhao jab jyada ho jaao to fir apna kaam shuru kar do,0
Never trust this faku Mohammed Islamic Madrasa shit,1
Madarchood Muslim,1
They prefer acting for surviving,0
But why muslim kill hindus in west bengal,0
west bengal mei ka bi dalo video chusalmaan ka,1
Fake fkng cult religion,1
Aise log Kam heinyahi Hai bhaichara,0
Band karo aise chutiyapa please nautanki bahut ho chuka hai,1
Less population Hindi Muslim Bhai bhai Large population we are Muslims hame problem hoti hai bhagwan ki arti se Hum savidhan nahi mante Badhe dogli comunity hai ye Never trust them,0
Hmmm dekh raha hu Bangal me,0
Nautanki hai,0
Are bhag m jay aisa bhaichara hinduo dekhlo inka bhaichara bangal m,0
meanwhile bengal,0
What Go on West Bengal,0
Al taqqia Dont trust these jihadi snakes,1
allah hu akbar sirf masjid me bolne ke liye tha BOMB FODNE KE TIME NAHI,1
Bhai maaro pakad ke Bengal m Jaise ye maar rhe y,1
Fake news Most of the places illegal immigrants create violence,1
Yahi log kab patar fak ne lag te ha pata nahi chale ga,1
good mazaak,0
Inke jihadipan ka bhi share kardo kuch dhoort snakes,1
Isko apne gand mai daal lou tum chutiye ho vo nahi bengal mai jake dekho,1
West Bengal mein dikh gya kitna ekta hai,0
itni masakat karne ki jarurat nahi khud hi murshidabad ke news dekh lo,0
Natak kar rahe madharchod Bangal me delho hinduo ke ghar jala diye Kal hi,1
jakey dekh ley nile Bengal or aasam mey,0
Bangal ka bhi dikhade,0
Yaha se population kam hoga warna ye log dogla hote hai na viswas ho Jake bangladesh mein dekh lo,1
murshibabad me kon se suarrr the Sab dogle ho olaa ki,1
Bhai murti puja haram hae unke liye as a good Human they might but a good muslim they will never celebrate ram navami,0
Ye fake hai,0
Bengal bhi dikha de mp bhi dikha deye drama dikha dikha ke he secular bNa diya hindu ko ki wo peeta rehta hai,0
Galti se v galti nhi krna in pr bharosa krne ki yha inka population kam hoga isliye fool fek rhe h jha v population jyada h vha patthar hi fake rhe h secular wali soch nhi rakhna bhai log kattar sanatani bno,1
Ok Cut Good shot,0
tumne dekha hain Sach kya kya chal rahan hain bengal main bas post dekhe khush ho gayi,0
West Bengal mein Muslim hindu o ghar tod rahe hain bhai Already situation itna bura hain ki bohot jagah k internet connection off kar diya gya hain Police bhi situation control nhi kar paya toh BSF CRPF bulaya gya hain,0
sab fake h faltu h bhaichara dikhane ke liye ab ye mullo k bhaichare wala jaal me kabhi nhi fasna kabhi nhi,1
Sb dekhaba hn real me kuch or chal raha hn desh me,0
Drama Cannot trust the poisonous creatures,0
Bengal laughing,0
we saw in bengal,0
Prank hai bhaiii muslims ke taraf se tension mat lo,0
west bengal news nii divert chaydam anukuntunaru,0
Loda mera bc aaj bengal me kiya hora hai dekh rahe ho vo kon krra hai ye log ye sb isiliye krte hai taki kuch chutiyoo me secularism ko jagaya ja sake khatm na hone diya jye bs,1
Aur west bengal main hindu mar raha hai,1
Murshidabad west bengal ka video bhi dalde jaha muslims patha fek rhe the kal hinduo ki gadiya aur property jallayi uska kya vo bhi bhaichara han,1
Lets wait for Muslims to rebuild houses of Kashmiri Pandits Stop all this chutyapa meanwhile,1
Bhaichaara reh bas aur kya chahiye sab apne hi hai,0
Ye atanki hiaenka population kam h esly esa kr rhe h,0
Mursabad me dikh gya kaise dalito ko mar Diya hinduo kamghar lota he,1
Modi hai to mumkin hai,0
Maszidio k samne muzra krna kaun Sa sanskar hai bhaiyya,1
West Bengal ki murshidabad district ka news dekho,0
sirf dramabazi,0
These are not muslimes they are secular hindu who wear topi and become muslimes,0
jab hindu tyohaar hota hai na to pattharbaji krte hain apki kaum k log Lekin tab ap log awaaz nahi uthate Jab namaz k chakkar me ambulance tak ko rok fete ho tab awaaz nahi uthate Humare yahan to holi me koi muslim bhai guzarte hain to road chor dete hain taki unpe rang na pade Kahin kisi ko zarurat hoti hai to bhi rasta chor dete hain aur kayi baar to tyohara chor dete hain kyunki desh pehle hai humare liye Humare premanand ji maharaj ne kaha hai baat jab desh pe ayegi to pehle hum khade milenge Vahin molviyon ne kaha desh nahi allah bada hai Yahi soch ka antar hai,0
Ye drama karna band karo bc ek taraf desh ko jala rahe he dusri taraf ye drama,1
Ab ye sab nahi chalega Sab ko samaj agaya hai Koi bhai chara nahi,0
Gandu Kolkata ka dhikha na videos bsdke,1
Yep this for ad In reality just see Bengal Hindus leaving their villages as muslims vandalizing and terrorising them,1
mam dekho road nacho gao aish karo masti karo Koi problem nhi Lekin kisike liye problem create na karke chahe wo muslim ho ya hindu Im hindu But seriously chomu log dono taraf hai aur inke liye hindu musalman hota rehta hai,1
dz tum to daily baar mic lgake chillate ho Kya tumhare log mandir k Samne ake nhi nache hai Dekhne ka nazariya khud change karoge to agla bhi change hoga Tum bhi aise baat karoge to samne wala karega hi,0
West Bengal is smiling in the corner,0
This should be the bond but this is percent of islam,0
Dont trust Muslim,1
Paschim Bengal me yahi mulle Hindu ko maar raha hai,1
Faltu ka nautanki,1
badsha bhai dekh jyada se jyada se mint ab tum apna dekho bura mt manna waise bhi humlog koi dikkat bhi na hoti,0
Phir tumko internet nhi chalana chaiye kyoki bo to kafir ka h tumko to halal internet haiye jo saudi arab dega tumko,1
Mera Desh badal raha hai,0
chup ho ja fate condom ki aulad pta h sab mijhe,1
accha ye terrorists the what is the source WhatsApp university to nhi h,1
Nahi Nahi Main Modi Ji Nahi Hoon Ki Atank Failau Jhooth Bolu Mandir Todu Gaali Galauz karoon Jab sab parivaar TV dekhta hai aur galti se Modi aa jaaye ham jaldi se channel change mar dete hai Kya pata Mujra MC ke baad Bol dein Band Karo Congress Apna R Rona Nahi to Maa Ch Dengey Accha bewkoof aadmi Ek Ek Naam Uthao aur Google karo Nathu Ram Savarkar ke saath sab naam dekh lo Sab Atankwaadi hai Theek hai education nahi hai lekin mobile to hai,1
mai tumhe khuch no deta hu apnii khala ko dede na syad unhe help mile embassy India se ok,0
Inna lillahi w Inna ilaihi rajioon,0
To wahi dfna de yrrr,0
How did this happen his reels were so meaningfulYa Allah khair,0
Aalha inki mushkil asan ker,0
Allah inke Wale din ko sabar ata karna aur inki magfirat farmae,0
Allah Ghar walo ko Sabar de ameen summa ameen,0
Ji jarur jaldi kiya jaye,0
Yrrr yeh quran kreem ko itna aam smjh liya kya,0
Inna lillahi rajiun,0
Inna lillahe o inna aliher rajeown,0
Innalillahe wainna ilhie rajoon,0
Kiya hua bhai,0
Saudi wale kiu itna late karte hai dusre ke Kam k liye Ye hamko samajh nahi aaya,0
Allah jannat atta frmaye or maa bap ko SBR de mere mola,0
Nabi ke Ghar me intikal hua hai Saudi Arabia me bhai ka Allah jannat nasi farmae,0
Allah inke famliy ke logo ko sabar aata farmaye Bhai ko jannat mai aala se aala makam ata farmaye AmeenSumma Ameen,0
Allah magfirat farmaye Bhai ki Allah pak asan kare but month Tak bhi lag jate prosess me,0
Allah gar walo ko sabr ata farma,0
Bhai karne kya gaye the Saudi Arabia me,0
Umrah ya kaam,0
Allah Jannat Me Aala Se Aala Mukam Ata Farmaye,0
Allah paak unke maa baap ko sabar de,0
Bohut Accha kam kiya mere bhai reels dalke musalman hi ho ya kuch our ho saram karo bhai,0
Vohi pe dafna Diya jana chiye,0
Allah rahem farmae,0
Bhai konsi city Mai Hai Saudi mai,0
Inna Lillahi wa inna lillahi rajiun,0
ameen or sb pardesiyon ki hifazat kre,0
Bhai saudi me kon se jagah me hai inki bodi bhai me kuch kr skta hu to me jarur karuga me Saudi madine me hu,0
Allah jannat Ada farmay,0
Aap ye bata ae ki bhai kon se jagah me kam krte te,0
Laikin agar wahin par bhi dafan kar diya jaye to koi problem ki bat nhi a,0
Aap mujko jarur bata ae me apna lokal nomber bhi deta hu ya aap yaha pr kese ka lokal nomber dejye me bat krta hu,0
India imbisi se kuch bat huya hai ki nhi aap hamko bata ae me bat krta hu India imbisi se kuch lokesn dejye mujko,0
India lane ki jarurt kya hai wafi dafan krwa lo kyu taklif de rhe h Bhai ko,0
Ameen Mai Saudia mai hu bataye kaha per haiINSHALLAH KOSHISH KAR LETA HU BHAISAUDIA AMBASSY MAIN JAAKER FULL DETAILS SEND KARO,0
Bhai ab body Mut magao wahe dafna do ma bhi hu Saudi ab body India lana ka layk nahe bachi hoge,1
Allah inke ghr walo ko sabr de ameen,0
Bhai ab Mut lao wahe dafna do ab lana ka layk nahe bachi hoge q maeyyat ko dakleef da Raha Bhai bus Allah unki magfirat farmay,1
Allah inke wale din ko sabar ata Karen aur inki magfirat farmae,0
Saudi me ham bhi ha batay kha rahta tha bhai,0
ho ga kosi karga ham,0
Allah Tala Amir bhai ko jannat ata farmaye,0
Allah Bhai ko jant naseeb farm,0
Allah jannat ata kare bhai koo,0
Bhai jann kiyu dete ho,0
Saudi mein kis jagah hain bhai,0
inna liilahi wa inna ileyhi rajiun,0
allah ghr walo ko sbr de bhai,0
ved Bhai ya nhi pata sorry,0
Inaa lillahi wa inna lillahi rajiun,0
Bodi Aani chahie bhai,0
Inteqal kaha hua hai plz puri info de jisko bhi pta hai mere uncle indian ambassi me hai plz puri info de,0
Aap puri info de Kaha hua hai inteqal saudi arab ki kon se city me hua hai plz puri info de taki madad ho ske,0
Ya Allah tuhi madad farma aameen,0
Allah esa q kia,0
Ma k bare sochte,0
ya sab us ladki ki wajah se I miss you bhaijnn,0
Police report aur company ka lawyer pe depend karta hai Documents sab ready agar hai to days me ho jata hai,0
Allah amir bhai ke ghr waalon ko sabre jameel ata kre ameen,0
are nahi aisa nahi ho sakta haikya sach mein aapke khala ke ladke hain amir Bhai,0
Ameen bhai Aligarh me is Film ke khilaf awaj utha hum humare is me kuran ki ayat ko tod marod ke apne gandi jehniyat se pesh kiya h in janwaron ne is par awaj utha plz,1
Abe tu hindu hai kya ye nidhan ye sab kiya hai jahil,1
Mar gaya mardood,1
Apne india ka pm kab mrega yaar,1
Ram Ji kripa kre or yha BJP n unke supporter ki Nazar na lge,0
Pooja main istemal hone wale deepak aarti diye lota aur bhi bahut sari peetal ki pooja item bhi musalman hi banate hain Moradabad main,0
Yha bhi thuk kar chatt liya nafrati tattoo ne tou dekho comment,1
Ye kafir mulle ye kya bech raha hai,1
Medea ko dekhna chahiye,0
mere hindu bhai Dikkat rango se nahi h bss koi namaz jata ho koi burqe me ho to uske upar nafrat ki nigah se uske upar rang na feko ek waqt me hum bhi khela krte the lekin iss holi Jummah ki namaz thi or roze bhi the jisse problem hoti he isliye nahi bole,0
Hamare gao ke bagal me h lagopal ganj,0
super shot,0
Bas ab tum whan aag lgane ki tyari me ho,1
Agr desh ki kanun vyavastha aur media apna kam shi trike se karlesab shi ho jayga desh me,0
Sahi kha bhai,0
Ek ye bhi Muslim hai or ek vo thy jinhone hamare mandir tode,0
Paisa milta hai islie warna Hindu ytohar ki rally me pathar kaun fekta hai sabko pata hai,1
Gobar bhakto ke liye ye msg,1
Hindus k liye chara bana rahe hai,0
tumhare khandaan sahit khareed lenge ye,1
Ya sms do logo ko mohabbat badhege,0
chauhan paisha b to krm ka dhrm hai wo nibhane do inhe,0
bhot sahi bola aapne bhai ye godi media wale nafrat fehla rahe hai,0
Jab Desh Azad hua tab Humne Tumhen karod rupaye diye the Chhat per Bal Nahin Hai Tumhare aur Khandan kharidne ki baat karte ho,1
A sab pese kamane ke liye hai baki to kuch Or hai,0
Patthar waazi band kar di kya Uttar Pradesh me,0
They are indian muslim I proud of them,0
Nazar lag gae,0
Main bhi lalgopalganj se hu,0
suwar bahanchod suwar he na khayega madharchod randi ka bachha saala,1
Sab pyar mohabbat se rahe or desh din raat tarakki kre yahi dua h,0
khabega tu eid prr,0
tumhara majhab me khood ko udane ka kahi likha huwa h kya,0
Paise kama rahe hai business hoga inka bhai chara kuch nahi dost wo sab ek jhut h believe karna Jai Bholenath,0
business bhi kafiro se krte h,1
kyoki tum madarchod ho,1
Hijde ki pedaish chup Hijde ki jaat mere Land ke Jhat ke ball chup mere Sale,1
Hnn to krte honge free mein thodi naa krrr rhe hain usse bech kr paise bhi to kmaate hain,0
tum gandve ho,1
NDTV chaate sirf mullo ki,1
chudo bhadk bahut der ho gyi,1
Bc kuch news development gdp growth dikha diya kr,1
Kha kha se bchogey hr kn mai ram hai Hr jgah alah hai tum mai h mjh mai h yha h wha hai Kha kha se bchogey Mata ki chunar mai h rahim Krishna ki basuri mai hai altaf Mata ki murat mai h zafar Usne bnai Hmne puji Kaise usne bnai ki sunder bni shyad zafar alam nadeem Inki shradha rhi hogi tbhi to aisi adbhud sunder murat bnaty h Kha kha h Mt dhund Kuki wo Nadeem mai b hai arjun mai b hai,0
bibi tmhe mohram mai bulatey h wo,0
apni ammi ku bhej de baccha de duga,1
teri maa meri maa tu mera bhai,0
Ye sale agar hamari Dharmik chije na beche to adhi comunity inki bheekh mangegi,0
Y galat hai y log maas b khate hai fir ohni hatho sy mata ki chunni galat hai,0
We are cooperative system for each other,0
Humare idhar jayda muslim chota mota danda hi karte hai bo log education me itna aage nahi hai,0
Astagfiorlahh,0
to madm colour sell Krna me b dikkat honi chahiye,0
Hmare dharm se inhe kam milta h pr ink majhab se hme b kam nhi milta,0
