tweet,Content
Ye to kuch nhi public mai aap phir sunana gali kaan or na jane kya kya phat jayega.,HOF
"?? ?????? ?????? ?? ?? , ???? vissa on arrival ?? ?????? ?? ?? ???? ?",NONE
"???????? ?????? ????? ????...,",NONE
???????? ?????? ?? ???????? ?? ??????? ?? ??? ?????? ??,NONE
?????? × 5 trillion times,HOF
Uncivilized lady uncivilized party,HOF
She is tell to truths Congress yak Kida hi desko ..!,HOF
Manthara hai,NONE
"The way this lady is speaking disgustingly on live debates..her carrier would be over soon.otherwise also,Congress spokespersons hv always been reluctant to come on live debates fearing backlash and had stopped coming for considerable period of time #GaliWaliMadam",NONE
"???????? ????? ??,?? ??? ?????? ?? ????? ?? ????????? ???????? ?? ?? ??? ????? ??,,",NONE
"Sir, Hamne aajtak dekhna bandd kar rakha ha kyonki uss channel ko lagta ha jitni batmeezee dikhayenge shayad unki TRP achhi hogi. Sorry aapki mazboori ha jo aapko hamare liye itna sahna , sunn-naa padta ha.",NONE
??? ?????? ???? ?????,HOF
Joshi ne Hindi aapko silhaya tha,NONE
"???? ???? ???? ???? ??

????? ??????? 100rs ???",HOF
"?????? ?????? ?? ?????? ?? ???? ?? ???? ?? ?? ???? ??? ?? ??? ??? ?? ???? ???? ?? ???? ??? 
?????? ???? ???? ?? ???? ??? ?? 
?? ?? ?? ???? ??? 
?? ?????? ??? ??? ??? ?? 
?? ????? ???? ??? ?? ???",NONE
Shiv Sena ke sath v aisa he hoga..,NONE
"?? ???? ?? ?????????? ????? ??, ??? ?? ??? ???? ??, ????? ??? ?????? ??..?????? ?????? ???? ???",HOF
"? ?? ?? ?? ??? ??????????? ?????? ??????
?? ????? ??????? ??",HOF
"??? ???? ?????????? ?? ??? ?? ??????? ?????? ??? ???? ??? ??,???? ?? ????? ??? ???? ????? ????? ????? ?? ??? ?? ??? ?? ???? ?????? ??,, USER",NONE
?? ?? ??? ?????? ??,HOF
"???????? ?? ?? ??? ??? ????? ?? ???? ?? ????? ???? ??...!
          ???? ???? ???????? ?? ?? ????? ???????????????",HOF
"Sambit the way you conduct yourself , just introspect.",HOF
"?? ?? ?? ?? ?? ????? ??? ??????? ?? ?????? ???? ??? 
?? ?? ????? ?????? ??????? ??? ????

??????? ?? ??? ?? ???? ??? ??? ???? ???? ?? ??? ??????? ???",HOF
"???? ?????? ?? ?? ????? ??????? ???? ????, ??? CD ????? ?? ??? ??? ?? ??? ????? ?? ????? ????? ??? ??

?? ???? ??? ????? ?? ????? ?? ??? ???,,",NONE
???? ?? ???? ?? ??? ???? ?? ??? ???? ?? ????? ???? ??,HOF
?? ??,HOF
???? ?? ????? ?? ?? ?? ???? ??? ????,HOF
????????????,HOF
"???????? ?????? ??? ??????? ??? ?? ???????? ??, ??????? ?????  10-12 ???? ??? ?????, ?? ????? ???????? ?? ????????",HOF
Just came to know Rahul appointed 5lacs people to tweet and to post on Facebook,NONE
?? ?? ???? ?? ?? ???? ????,NONE
??? ?? ?????? ???? ???? ?? ?? ?????? ??,NONE
"Rahul Gandhi Private me le jaker yehi ""BHI"" gyan de raha hai",NONE
#GaliWaliMadam ?????? ?? ??? ???? ???? ????? ?? ??????! ????,NONE
??? ??? ?? ?? ???? ?? ??? ?? ????? ?? ??? ??? ???? ???? ?? ????? ????? ?? ????? ?? ????? ???,HOF
is equally responsible for this.... it is becoming very difficult to watch ur show with family members. what is the purpose of inviting this lady ? What is the outcome of this debate ?,NONE
?? ????????? ?????? (?) ?? ???? ??? ?? ???????  ???? ????? ??? ????  ???????? ???? ???? ?? ??????? ???? ??????,NONE
???? ?? ?? ??? ????? ?? ??? ?? ???? ????? ????? ?? ?? ???? ???? ???? ?? ????? ?? ???? ??… ?? ???? ????? ???? ??????? ???? ? ?????? ?? ?? ??? ??… ??????? ?? ???? ?? ????? ??? ??? ??? ???? ???? ??… ????? ???? ??? ???..,NONE
"Haha...sun raha tha kal ...Naali ka keeda...
ab Madar$#&amp;%...behan$#&amp;% hi bacha hai 
USER
 channel par aur 
USER
 ki behargi...she is such a loose anchor! 
USER
 Shame on 
USER
 ...mockery of TV anchoring...such helplessness and uselessness?",HOF
Right,NONE
"?? ????? ?? ???? ?? ????? ??? ??????? ??? ??? ???
?? ????? ???? ??????? ?? ???????? ?? ??? ??? ???????? ?? ???????? ?? ?? ??? ????? ?? ?? ????? ???",NONE
"Jitne bhi sarif dikhne wale congressi
Asal main bhed ki khal main bhediye hai",NONE
WTF nonsense is going on in this country!?!,HOF
You get what you vote for,NONE
Ha ha swara calm relax.,NONE
"The day you understand WTF in India, please share with us.",HOF
It's what the fick,HOF
So unhealthy  to stay awake  till 3 AM..nothing  is achieved  by this,NONE
copa america final man,NONE
The same that went on for centuries before we gained freedom.,NONE
Tanashahi.,NONE
"Bring law for HINDU Prime minister lying to HINDU janta in Hindustan.
Bring law for tht too for God sake! 
USER",NONE
Hehehe,HOF
A1,HOF
Spot on,HOF
"Wah bhai kya baat bole apne, Super. Hindu PM lying to Hindu people in Hindu rashtra must be a ""JIHADI PM"".",HOF
You nailed it dude??,HOF
"Kya baat hai, well said !!!",HOF
Fooling*,HOF
"Say thanks to moyiji , yoyiji, peeejapee n offcourse lnd bhakts  for this mess,, ???????",HOF
You can take the PM to court...u have the liberty...plz go...,NONE
Donot behave like a stupid person.,HOF
Absolutely right. That ways we will have all the erstwhile Prime Ministers who have lied to the citizens will be put in the dock!!!,NONE
Hahahaha acha toh start karo bhai kya kya jhoot bola hai woh rakh do aur janta dekh legi....Agar yehi Law kisi Congress ruled govt se hoti toh chilla chilla ke bolte the ki dekho kitni achi law hai bas yaha BJP hai toh thoko apna agenda... enough now.. people r not fool lyk u,HOF
The power of nonsense - if jokers manage affairs then jokes become serious... ??,HOF
TRUE,HOF
Does your post makes a sense?,NONE
"Bring law for HINDU Prime minister lying to HINDU janta in Hindustan.
Bring law for tht too for God sake! 
USER",NONE
"Mtlb Tum Bhi UCC aur PCA ko Support Krte Ho, Bas Ek Hindu PM ye nahi hone de raha ye sab Yahi Kehna Chahte Ho Na. Pls. Listen to this Genuine Appeal of our Brother",NONE
#AchheDin????,HOF
Nowadays You gets triggered easily by just Hindu word in any Tweet or News. ????,HOF
"Anything can happen now. You still think we have a democracy but it has loong been killed, murdered or thrashed.",HOF
"Which year ,think 1947.",HOF
That’s  why modi  giving him ministry what the hell is happening in India,HOF
Very true sir,HOF
??? ??????? ????????,HOF
"To all those blind bhakts who still think development means Hindu, Muslims, and all those nonsense jumla. 
Btw non-sense means having no judgemental seance we r becoming same like Germans in 1930 till 1945. 
R U getting my point ? URL",HOF
Improve your English....,HOF
Suvar ke muh valle nesuvara ko jawab diyya,HOF
Bhai Tu bass Kar ...Tu to sabse BADA chuuu....hain,HOF
Only hell is happening only for hell people like you..,HOF
???? ??? ???? ?? ?? ?? ?????? ???? ??? ?? ????? ?? ? ??,HOF
Why are not they create a law if a hindu leader lying to janta that will be also a crime.,HOF
Lying is bad no? Being honest is what a girl wants no?,NONE
You,HOF
Country is getting what they voted for  #Gobernance,HOF
No more cheating ????,HOF
Sabka number ayega agar muslims nahi milenge toh ab hinduon ki hi vaat lagayenge - he means,HOF
"?????? ki bhi ??? ??? ??? ??, ?? ??? ??? ???? ????",HOF
Muslimo ki godi mein Jake baithna sahi nahi yaara sirf MSP ke liye.........,HOF
Why you are talking about yourself?,HOF
Can they have things to do like improving Healthcare and education?,HOF
Yeah much needed they have to improve education government should ban madarsa and send them to regular schools,HOF
"No they cant.. 
Too incompetent to even try..
Thats why they brings such bogey laws &amp; do Jumla baazi around d clock..
Chaos always cover up for no wrk done.",HOF
Come to Assam and look for yourself every District has good hospital and we have 8 Medical college with a population of 3 core.,HOF
"with out population control, we can not improve,, First need the common civil court",NONE
Uske liye dil aur dimag hona chahiye. They don't want to and they don't know how to do ??????,HOF
"If population is under control then looking after for healthcare n education is easy, but I don't think u can understand it",HOF
"They have better health care compared to Delhi, Maharashtra and Kerala.",NONE
That Kejriwal only do USER,NONE
If you guys are making population like dog and cat then how country will improve?,HOF
You go on spoiling and they go on improving? WTF,HOF
"Very true but for that muslim community also have to support by controlling family planning 
#bacche2acche",NONE
Thank you for saying this!,HOF
That is what he is doing.  Educating you people.  Ab to sudhar jao.,NONE
Dr Khan people know the reality already,NONE
They are.. But u can't see bcoz of your blindness,HOF
"Yes the government have a lot of thinks to do.. 
BUT all the taxpayer's money are wasted in giving subsidy to the peaceful community.??",HOF
"Yahan aake dekh,yahan ki education and health care dono hi bahut achi hai.
Not only Assam totle NE is better than other states like Maharashtra, Rajsthan, Kerala etc.",NONE
"I respect all doctors, irrespective of the marks they scored to become a doctor",HOF
Yes we will bring... Population control law.. pls cooperrate.  ??,HOF
"Yes, work in progress. What did 70yrs of congrass rule did, 7rs of BJP did.",HOF
Jihadi ko mirch lag gayi,HOF
Iss ki???? raha hain,HOF
They are doing it...what you are doing only spreading hate,HOF
????? ???? ??? ?????,HOF
"Every religion should focus on healthcare and education, isn't it?",NONE
"Ha bhai aiims, college aur school to tu banwa raha hai na??",HOF
You can start taking lead and spread in ur community...what r u waiting for? Approvals from maulanas?,HOF
Mr Dr.. Why don't you question your hadeeths and fatwa e alamgiri which dragged your community in the darkness of illetracy and poverty.,HOF
sir 70 saal bad bhi school ke jagah madarso me padate ho..fr education ke bat krte ho...,HOF
?????? ?????? ???? ?? ????? ?????? ??? ??? ???? ?? ?????..??,HOF
"True. Women empowerment has no place in islam. Hence, you can't comprehend this subject.",HOF
Stop producing 7-8 pigs everything will be better,HOF
For 2 billion people?? ??,HOF
Jhooth Jihad !,HOF
"CM can't differenciete Between personal Culture and Law...
Some might objections about Ripped Jeans...GF BF relationship...No Late night party...
But they can't just inforced them to indian by making foolish law...
Pollution control..
2 child..

Why PM is silent Always..??.",HOF
Seculars feeling the heat????,HOF
Bhai puncture thik karwale apne.,HOF
Because PM(doesn't)CARES,HOF
"PM not silent, couldn't be an instigator",HOF
Kya hua do you have more,HOF
Sry Pm is busy with peacock,HOF
???? bola ??????? ? ??? ??? ??? ?? ??? ?? ???? ?? ?? nalayaki ???? ???? ?? ?????????? ??? ?? ?? ??? ?? ?? ??? ???  ?????? ?? ???? ?? ????? ?? ???? ??? ???? ????? ??? what the hell did you mean by personal culture n law? As your concenience you will go with sharia ignoring law?,HOF
"Say few words for the rights of muslims in china .
In Indian 20 caror of population is producing like pigs and ret population has to take care of the burden of their subsidised products .
India's priority is UCC and strict population law.",HOF
sun bhai 2 child law toh jarrori hai mainly muslims ke liye aur jihad aur love jihad bhi toh tumhari hi deen hai,HOF
"mind your language !! on the public space ? This Twitter MD is watching this space , looks like it’s under Twitter étique policy",HOF
ISLAMOPHOBIA.,HOF
Amazing reply AUTHOR,HOF
- kaunsa maal foonkte ho Baba? Seedha khet main hi mooh maarte ho ya sad jaane Ka intejaar Karte ho...,HOF
Modi is a coward and a psycopath,HOF
"saar, he's still our PM, let's not drop to name-calling levels.",NONE
"let him show some decency first, if he speak shit he deserves shit",NONE
"sure ! Bhagoda , anarchist , terrorist , anti national ! - who said these ? Plz reflect n come back !",NONE
Fully agree sir! His 2002 credentials vouch for that!,HOF
aapiye chutiye hote hain .. bohot pele jate hr jgh ye saale,HOF
inka leader bhi pela jata hai hg jgh kabhi joota toh kabhi thappad,NONE
"are maderchod supreme Court ne unhe clean chit diahai,behanchod salary tujhe malum sahi.",HOF
Randi Vilap URL RTUSER: Modi is a coward and a psycopath,HOF
"while I understand your frustration, tweeting so much bad for PM of country is also not good. Please be calm.",NONE
"bure logo, pr bure hi tweet milenge. Wo log accha kya jaane .ghotalebazz.",NONE
well soon USER,NONE
 Khasi ka illaz hogya but dimag ka abhi baki hai.??,NONE
Aaj kutta phir roya proving that he is coward and psychopath.,HOF
"Sir, who taught you sell your soul? Your parents or your teachers?",NONE
Modi needs treatment.,NONE
"free WiFi, 15 lac CCTVs, 500 new schools, 200 new colleges  .. Iska kya hua ?",NONE
feku,NONE
"??????? ?? ?? ???? ???, ????? 15 ??? ????? ??? ?????? AUTHOR",NONE
bhai delhi ko ab daya or dua dono chahiye,NONE
Adhbhakt dekh aaj delhi kaha hai.. Tera tweet dekh mc.,HOF
??? ?????? ?? ?? ?? ?? ????? ?? ???? ?? ?? ???? ????? ????? ???? ??,HOF
fucking stupid,HOF
Tweet dlt krna chahoge?,NONE
"come up wid my accnt
got hcked Complaint 
Such a shame using so derogatory
terms fr PM of India
URL",NONE
Modi ji nahi Mandhi ji !,NONE
I wish yehi ho ??,HOF
aa gaya na tu apni aukaat pe..aise hi nahi tujhe khujliwal bolte hai..CM ban gaya phir bhi PM ke bare main aise shabd? Neech,HOF
Sacch sunne ki kshamata rakho bhai,NONE
"LOL, as if PM is god.",HOF
Jali na andhe bhakt ??????,HOF
lodu lalit??,HOF
"what happened when bjp alled him a terrorist repeatedly, ???? ?? ????",HOF
"abhi to principal secretary  par raid hui h to tumhara yeh haal h, kal ko khud k upar ho gayi to poorr psycho ban jaaoge",HOF
"behave like cm man,  use parliamentary language. There is dignity for ur office. Don't behave like a rascal",HOF
"His words may be like that,man but his actions are very good. Unlike your Modi who speaks sweetly but acts the opposite.",HOF
Absolutely right...  He has 2 face..  ????,HOF
abuses won't make you a hero. Why didn't you check what your principle secretary was upto or did u know?,NONE
a chief minister who wants powers to prosecute prime minister.And now gets so worked up with raid angst his PA,NONE
"ji has given a clean chit to Principal Sec. RajenderKumar, within an hour of raid.... ???? ???!!

USER",NONE
you have crossed all the limits today by using abusive language.Now your end is near.,HOF
Wow chatukar sahab,HOF
"??, ??????? ?????? ????? ??? ?? ??? ??, ????? ????? ??? ??? ??? ?????? ??? ??, ?? ?????? ????? ?? ???",NONE
Ek number!,NONE
"CBI was a Caged Parrot under Congress 
CBI a Tamed Cow under Modi Govt 
#ModiFearsKejriwal",NONE
Wah 5 years and going,NONE
"pathetic moron u talk of Modi being a coward
Abe tu kya hai?Pehle apne andhar jhaank
Nirbhaya ke rapist ko reward karta hai",HOF
Modi bhagoda hay ??. Sellsman hay pure desh ko bech raha hay..,HOF
Han aur wo bhee muslim rapist,HOF
????? ??? ?? ?? ????? ? ?????,HOF
Or rendi ??????,HOF
Do u know ? A  female reporter who took side of farmers was arrested by police and then molested her .. beaten her by ur fav police .. and this goes under whose rule ... ur fav 1 rupee ki aukat vala modi ... divide nd rule krr raha yeh santa claus ...,HOF
"During his tenure as Prime minister, he’s just attended one press meeting. He controls the press, the media, the mob and what not with money and the powers vested on him by his position. What name other than “Coward” describes him better?",HOF
"USER. 

This is what happens when u focus on politics and not education",NONE
Please tell that to 10th fail PM ???????? URL,NONE
" Raise voice against injustice.But I feel the way responded, was unbecoming of the constitutional post he holds",NONE
"Sir, your views on Mr PMs statements during GJ elections?",NONE
was ABSOLUTELY right..,HOF
"abusive language reflect your desperation 

This was not expected from you.",NONE
"You are not Dr , I think bcoz you can not understand the pain",HOF
account is temporarily unavailable because it violates the Twitter Media Policy. Learn more.,NONE
"??????,?????? ? #???????_?????? ?? ??? ?? ???? ?? ?????? ???",HOF
"Modi surely is a psychopath, but few will say it openly. Even psychiatrists agree.",HOF
yo coward kejriwal,HOF
look like u not like AAP,NONE
"???? ???? ?? ???? ??????? ???? ????? ?? #??????_????? 
#YoAapSoCongress",HOF
Ye Kapil Mishra ke jeetne ke Khushi Mein kajriwal ki taraf se Shubhkamnayen aur Delhi walon ke LIYE massage tha mere bhai shayab tum na samajh paaoge...????????????,NONE
You are a karma believer right ?,NONE
????? ???????? ??? ??? ?? ?? ?? ???? ?? Psychopath ???? ?? Psycopath ???? JEE ?? ???????? ?? ????? ???? ??? ???? ?? ??????,HOF
"????? ?? ??????? ???? ??
???? ????? ????? ??

?????? ?? ?????? ?? ?????????
????? ?? ??????? ????
?? ????? ????? ????? ??

???? ???? ?? ????? ????????
??? ???????? ???? ??? ???????? ?? ??? ??

???? ??? ???? ?? ??? ?????
??? ?? ??????? ?? ???
?????? ????? ????? ??

?????? ????",HOF
 abey chutiye ek side tu bolta hai pm ko bh cbi k under lao aur tujh par raid padi to gand fat gayi URL,HOF
"??? ?? IIT ?? ?? ?? ? ???? ???? spelling mistakes?
psychopath ?? ???? ??? ???? ??? ?? ??",NONE
"???????? ????, ?? ????? ?? ???? ??? ???? ?????? ?? ???? 
?????? ?? ??? ?? ?????? ?? ????? ?? ????? ?? ?????? ??? ?? ????",HOF
??? ???? ????? ??? ???? ???? ??,NONE
"psycopath ?? ???? ??? ?????? ???? ?? ???? ??? ""?????? ???????? ""??? ???? ?? ?????? ?? ????? ?????? USER",HOF
?????? ?????? ????????,HOF
kejri ji ap delhi ke liye  khuch acha kr  dijiye yhi bahut h..apne desh ke pm ke bare me soch samajh  kr bola kijiye ...,NONE
"PM aur country different chize hoti hai!

PM and government is a service provider! Wo koi mai baap nahi hai jo unke samne sirf sir zuka ke rakha jaye",NONE
delhi walo ko chutiya banaya bc tu ?? kabhi Maharashtra me ake dekh bhot ache se teri party ki mari jayegi,HOF
Love U Bro,HOF
?? ?? ???? ???? ????? ????? ???? ?? ..?!!,NONE
????,NONE
"kejariwal is nothing but a big liar, escapist, nangawal, Ek no ka chudiya, mass coward and unconstitutional",HOF
